6469800,TSLA,201.039993,204.029999,197.50,2016-03-04,201.039993,198.00
4820500,TSLA,195.740005,197.419998,184.220001,2016-03-03,195.740005,188.279999
4833000,TSLA,188.339996,188.520004,181.50,2016-03-02,188.339996,183.729996
6701700,TSLA,186.350006,195.949997,182.699997,2016-03-01,186.350006,194.25
4479700,TSLA,191.929993,196.350006,189.220001,2016-02-29,191.929993,192.399994
6052900,TSLA,190.339996,192.00,185.00,2016-02-26,190.339996,188.699997
5720500,TSLA,187.429993,188.520004,175.199997,2016-02-25,187.429993,178.649994
5380700,TSLA,179.00,179.50,167.839996,2016-02-24,179.00,172.75
5968000,TSLA,177.210007,181.729996,173.679993,2016-02-23,177.210007,176.160004
5051200,TSLA,177.740005,178.910004,169.850006,2016-02-22,177.740005,170.119995
2952900,TSLA,166.580002,167.490005,162.50,2016-02-19,166.580002,163.660004
3785300,TSLA,166.770004,172.949997,164.770004,2016-02-18,166.770004,172.419998
5807100,TSLA,168.679993,169.339996,156.679993,2016-02-17,168.679993,159.00
5556300,TSLA,155.169998,162.949997,154.110001,2016-02-16,155.169998,158.699997
7203000,TSLA,151.039993,157.009995,143.699997,2016-02-12,151.039993,155.00
14231400,TSLA,150.470001,163.259995,147.00,2016-02-11,150.470001,152.00
9067300,TSLA,143.669998,154.970001,141.740005,2016-02-10,143.669998,150.50
8575100,TSLA,148.25,159.789993,141.050003,2016-02-09,148.25,142.320007
9297900,TSLA,147.990005,157.149994,146.00,2016-02-08,147.990005,157.100006
9426900,TSLA,162.600006,173.00,157.740005,2016-02-05,162.600006,171.300003
4363900,TSLA,175.330002,175.979996,166.990005,2016-02-04,175.330002,170.699997
7879500,TSLA,173.479996,183.940002,170.179993,2016-02-03,173.479996,183.589996
5762900,TSLA,182.779999,193.119995,180.229996,2016-02-02,182.779999,192.419998
5293800,TSLA,196.940002,199.520004,182.75,2016-02-01,196.940002,188.759995
2841000,TSLA,191.199997,193.740005,188.080002,2016-01-29,191.199997,189.949997
4581700,TSLA,189.699997,191.279999,182.410004,2016-01-28,189.699997,190.789993
3565400,TSLA,188.070007,193.259995,185.770004,2016-01-27,188.070007,192.380005
4946800,TSLA,193.559998,197.820007,188.880005,2016-01-26,193.559998,196.699997
2698700,TSLA,196.380005,203.570007,195.880005,2016-01-25,196.380005,200.059998
3124100,TSLA,202.550003,205.50,199.029999,2016-01-22,202.550003,204.800003
3166200,TSLA,199.970001,203.229996,195.020004,2016-01-21,199.970001,201.550003
5838600,TSLA,198.699997,201.279999,191.25,2016-01-20,198.699997,199.399994
4038700,TSLA,204.720001,210.470001,200.779999,2016-01-19,204.720001,208.710007
5322200,TSLA,204.990005,205.070007,197.25,2016-01-15,204.990005,198.970001
6490700,TSLA,206.179993,210.00,193.380005,2016-01-14,206.179993,202.210007
4126400,TSLA,200.309998,212.649994,200.00,2016-01-13,200.309998,212.009995
3091900,TSLA,209.970001,213.740005,205.309998,2016-01-12,209.970001,211.600006
4091400,TSLA,207.850006,214.449997,203.00,2016-01-11,207.850006,214.009995
3628100,TSLA,211.00,220.440002,210.770004,2016-01-08,211.00,217.860001
3554300,TSLA,215.649994,218.440002,213.669998,2016-01-07,215.649994,214.190002
3779100,TSLA,219.039993,220.050003,215.979996,2016-01-06,219.039993,220.00
3186800,TSLA,223.429993,226.889999,220.00,2016-01-05,223.429993,226.360001
6827100,TSLA,223.410004,231.380005,219.00,2016-01-04,223.410004,230.720001
2683200,TSLA,240.009995,243.449997,238.369995,2015-12-31,240.009995,238.509995
3697900,TSLA,238.089996,243.630005,235.669998,2015-12-30,238.089996,236.600006
2406300,TSLA,237.190002,237.720001,229.550003,2015-12-29,237.190002,230.059998
1901300,TSLA,228.949997,231.979996,225.539993,2015-12-28,228.949997,231.490005
708000,TSLA,230.570007,231.880005,228.279999,2015-12-24,230.570007,230.559998
1555000,TSLA,229.699997,233.449997,228.130005,2015-12-23,229.699997,232.179993
1961500,TSLA,229.949997,236.550003,229.630005,2015-12-22,229.949997,234.990005
1953200,TSLA,232.559998,235.830002,231.080002,2015-12-21,232.559998,231.690002
3014200,TSLA,230.460007,235.899994,229.289993,2015-12-18,230.460007,232.889999
3298600,TSLA,233.389999,237.759995,229.809998,2015-12-17,233.389999,233.940002
5104300,TSLA,234.509995,234.880005,220.729996,2015-12-16,234.509995,222.100006
2244400,TSLA,221.089996,222.220001,218.00,2015-12-15,221.089996,221.820007
2827100,TSLA,218.580002,220.919998,214.869995,2015-12-14,218.580002,217.509995
